City,Hotel Name,Reviewer Name,Reviewer Nationality,Duration,Check-in Date,Travel Type,Room Type,Review Date,Positive Review,Negative Review
Aida Hotel Sharm El Sheikh (Hotel) (Egypt) Deals,Aida Hotel Sharm El Sheikh,Selis,Turkey,2 nights · ,April 2024,Group,Double Room with Pool View,"Reviewed: April 9, 2024",Excellent service for this money. very close to everywhere. The staff are very attentive and helpful. The pool looked nice. I definitely recommend,No Negative Feedback
Aida Hotel Sharm El Sheikh (Hotel) (Egypt) Deals,Aida Hotel Sharm El Sheikh,Sean,United Kingdom,2 nights · ,January 2025,Solo traveler,Double Room with Garden View,"Reviewed: January 31, 2025","I enjoyed the breakfast, it catered mainly for Egyptian guests on the buffet but staff would offer omlettes, bread, cheese and jam.","Nothing. The Aida may not exceed expectations for European visitors, no entertainment or a bar, however if you need a budget hotel close to town for a few nights then it's fine."
Aida Hotel Sharm El Sheikh (Hotel) (Egypt) Deals,Aida Hotel Sharm El Sheikh,Angelo,United Kingdom,5 nights · ,January 2025,Solo traveler,Double Room with Garden View,"Reviewed: January 24, 2025","Great budget stay. Was very close to the old market, has everything you need. The staff were friendly and helpful and the rooms are huge. Breakfast was different but good.",No Negative Feedback
Aida Hotel Sharm El Sheikh (Hotel) (Egypt) Deals,Aida Hotel Sharm El Sheikh,Pranuthi,United Kingdom,2 nights · ,January 2025,Group,Double Room with Garden View,"Reviewed: January 20, 2025",Staff is good,It’s not clean just okay okay
Aida Hotel Sharm El Sheikh (Hotel) (Egypt) Deals,Aida Hotel Sharm El Sheikh,Chaltout,Egypt,3 nights · ,January 2025,Couple,Double Room with Pool View,"Reviewed: January 17, 2025",Location and view. The F&B staff were great,Place is not clean very old and rusty
Aida Hotel Sharm El Sheikh (Hotel) (Egypt) Deals,Aida Hotel Sharm El Sheikh,Khedr,Egypt,4 nights · ,January 2025,Couple,Double Room with Garden View,"Reviewed: January 14, 2025",Everything perfect except old furniture,No Negative Feedback
Aida Hotel Sharm El Sheikh (Hotel) (Egypt) Deals,Aida Hotel Sharm El Sheikh,Justin,Malta,3 nights · ,January 2025,Solo traveler,Single Room with Sea View,"Reviewed: January 7, 2025",Aida is an older hotel with some faded charm. The rooms and outdoor spaces are kept clean and the landscaping is expansive with two pool areas and a sunset view of the market street. Fresh omelette for breakfast,"The room walls were whitewashed recently, but the fixtures and furniture are old. The sheets were fresh but also old and have some stains. I had two beds in my room so I was able to choose the less stained one. My room didn't have toilet paper or a towel, but the staff provided both when I asked. Breakfast is a strange affair, nothing is labeled on the buffet o you just need to take a chance and try stuff. After filling your plate a staff member brings a cling film wrapped plate with what looks like day old cheese, ham, tomato and cucumber slices to your table. No wifi in the room, but I bought a sim card from Vodafone for 10 euro."
Aida Hotel Sharm El Sheikh (Hotel) (Egypt) Deals,Aida Hotel Sharm El Sheikh,Chaltout,Egypt,3 nights · ,January 2025,Couple,Double Room with Garden View,"Reviewed: January 2, 2025",It is an excellent hotel for the price you pay.,Need to be more clean. And the landscape need to be better
Aida Hotel Sharm El Sheikh (Hotel) (Egypt) Deals,Aida Hotel Sharm El Sheikh,Omar,Egypt,1 night · ,December 2024,Family,Double Room with Pool View,"Reviewed: December 4, 2024","Staff , flexibility and good atmosphere for relaxation",Facilities and Cleaning are good but we hope it will be improved in next stay
Aida Hotel Sharm El Sheikh (Hotel) (Egypt) Deals,Aida Hotel Sharm El Sheikh,Mamdouh,Kuwait,1 night · ,June 2024,Family,Double Room with Pool View,"Reviewed: June 10, 2024",Location,Small
"Jaz Sharks Bay (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Sharks Bay,Oxana,Italy,7 nights · ,November 2023,Couple,Superior Queen or Twin Bed Pool View,"Reviewed: November 15, 2023","Staf was very nice, Andrawes , Mohamed, Ahmed",No Negative Feedback
"Jaz Sharks Bay (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Sharks Bay,Henry,United Kingdom,1 night · ,February 2025,Couple,Standard Queen Bed Pool View,"Reviewed: February 2, 2025","We were stuck for a night the day before we left for the UK 
This hotel came to our rescue 
To be honest we don’t normally stay in hotels without a beach attached and this one transported guests to Jaz Belvedere beach , so I wouldn’t return because of the location
The staff and the food were wonderful and they could not have been more helpful
A very special thank you to Akmed (pictured)who was super helpful in our hour of need
The staff are a credit to the Jaz hotel groups",The location isn’t perfect
"Jaz Sharks Bay (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Sharks Bay,Krisztina,United Kingdom,1 night · ,January 2025,Family,Standard Queen Bed Pool View,"Reviewed: January 26, 2025","The bed was comfortably, the food was alright, the hotel in general looked stylish.
I only spent a night there so unfortunately i didn't use the pool or the remote beach or any facilities really.","I didn't really have a welcoming sort of experience. Before check out i got a call too which i didn't appreciate but i guess he just wanted to know if i need someone for my luggage but i kinda took it as they want to get rid of me.
The desserts are not defrosted properly and the orange and pineapple juices are very bad definitely made of a concentrate rather than actual juice.
The shops they have inside are ok but i wouldn't bother really."
"Jaz Sharks Bay (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Sharks Bay,Jenny,Isle of Man,8 nights · ,November 2024,Couple,Superior Queen or Twin Bed Pool View,"Reviewed: November 22, 2024","Clean throughout and staff were amazing, good food always plenty of choice.","Music during the day is too loud,"
"Jaz Sharks Bay (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Sharks Bay,Renee,United Kingdom,2 nights · ,November 2024,Couple,Superior Queen or Twin Bed Pool View,"Reviewed: November 17, 2024",Very outdated rooms - not very clean - Broken bin in bathroom - broken safe box - not too clean,Very outdated rooms - not very clean - Broken bin in bathroom - broken safe box - not too clean
"Jaz Sharks Bay (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Sharks Bay,Abualhamayel,Saudi Arabia,3 nights · ,November 2024,Couple,Superior Queen or Twin Bed Pool View,"Reviewed: November 13, 2024","Breakfast, lunch, bar, and dinner included with the room
Room view on the pool",Gate.
"Jaz Sharks Bay (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Sharks Bay,Mahmoud,Egypt,3 nights · ,October 2024,Family,Standard Queen Bed Pool View,"Reviewed: October 29, 2024",I like the food was very nice.,The location of the hotel far from the beach
"Jaz Sharks Bay (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Sharks Bay,Nicola,United Kingdom,2 nights · ,October 2024,Group,Superior Queen or Twin Bed Pool View,"Reviewed: October 17, 2024","We love this hotel. A lot of the hotels in Sharm el Sheikh are too big, we like the size of this hotel. The staff are amazing.",No Negative Feedback
"Jaz Sharks Bay (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Sharks Bay,Khaled,United Kingdom,1 night · ,September 2024,Solo traveler,Superior Queen or Twin Bed Pool View,"Reviewed: October 4, 2024","September 2024
Was a good experience, it's clean The staff was extremely helpful and exceptional!!!
Specially Abedelhamid was very professional and helpful he went out of his way to do a perfect job!!
And the food was delicious and chef was always there explaining his amazing dishes and being a great host
He was a grey host to his foot.
I have a restaurant my self and Jaz are very Luky to have a chef of his quality
A great character.",No beach on the premises
"Jaz Sharks Bay (Resort), Sharm El Sheikh (Egypt) Deals",Jaz Sharks Bay,Alaa,Egypt,3 nights · ,September 2024,Family,Superior Queen or Twin Bed Pool View,"Reviewed: September 17, 2024","Cozy hotel , good room with pool view and very friendly staff
The fastest check in and check out",The animation team
"Xperience Hill-Top Beach Resort (Resort), Sharm El Sheikh (Egypt) Deals",Xperience Hill-Top Beach Resort,Szilárd,Hungary,5 nights · ,November 2024,Couple,Bungalow with Sea View,"Reviewed: November 30, 2024",Nice and quiet room with beach acces. Very kind and helpful staff. Wifi is good. Food is excellent!,No Negative Feedback
"Xperience Hill-Top Beach Resort (Resort), Sharm El Sheikh (Egypt) Deals",Xperience Hill-Top Beach Resort,Nagwa,United Arab Emirates,4 nights · ,February 2025,Couple,Bungalow with Sea View,"Reviewed: February 5, 2025",Staff are very kind and friendly,No Negative Feedback
"Xperience Hill-Top Beach Resort (Resort), Sharm El Sheikh (Egypt) Deals",Xperience Hill-Top Beach Resort,Eda,Turkey,2 nights · ,February 2025,Family,Bungalow with Sea View,"Reviewed: February 5, 2025","Personnel, clean, near to beach, comfortable, green",No Negative Feedback
"Xperience Hill-Top Beach Resort (Resort), Sharm El Sheikh (Egypt) Deals",Xperience Hill-Top Beach Resort,Eda,Turkey,1 night · ,February 2025,Family,Bungalow with Sea View,"Reviewed: February 5, 2025","Comfortable, green, near to beach, personel friendly",No Negative Feedback
"Xperience Hill-Top Beach Resort (Resort), Sharm El Sheikh (Egypt) Deals",Xperience Hill-Top Beach Resort,Kadukha,Ukraine,1 night · ,February 2025,Solo traveler,Bungalow with Sea View,"Reviewed: February 2, 2025","Mohammed Ali is a great and helpful guy. Problem solver, even out of hotel. Supportive and friendly",No Negative Feedback
"Xperience Hill-Top Beach Resort (Resort), Sharm El Sheikh (Egypt) Deals",Xperience Hill-Top Beach Resort,Pascale,Lebanon,2 nights · ,January 2025,Solo traveler,Bungalow with Sea View,"Reviewed: January 31, 2025","I like every thing in this place.it was so cosy and organized.the food acceptable with genius price.
The staff was so good 👍 
And the manager was responsible and welcoming me so . Thank you all especially Rami and Ahmad responsable of the swimming area for his caring.",No Negative Feedback
"Xperience Hill-Top Beach Resort (Resort), Sharm El Sheikh (Egypt) Deals",Xperience Hill-Top Beach Resort,Akbar,Italy,2 nights · ,January 2025,Solo traveler,Bungalow with Sea View,"Reviewed: January 30, 2025","Mohammed-Ali is the best receptionist, kind and very friendly! Highly recommended",No Negative Feedback
"Xperience Hill-Top Beach Resort (Resort), Sharm El Sheikh (Egypt) Deals",Xperience Hill-Top Beach Resort,Fernanda,Mexico,1 night · ,January 2025,Couple,Bungalow with Sea View,"Reviewed: January 29, 2025","this place has been perfect, the staff is really kind and fast, the food is good and the ambience of the beach and hotel are positive, perfect to enjoy vacation",No Negative Feedback
"Xperience Hill-Top Beach Resort (Resort), Sharm El Sheikh (Egypt) Deals",Xperience Hill-Top Beach Resort,Zhijie,China,1 night · ,January 2025,Couple,Bungalow with Sea View,"Reviewed: January 27, 2025",Mohamend and Mahmoud are very nice! Let me feel so warm in this trip!,No Negative Feedback
"Xperience Hill-Top Beach Resort (Resort), Sharm El Sheikh (Egypt) Deals",Xperience Hill-Top Beach Resort,Zhijie,China,1 night · ,January 2025,Couple,Bungalow with Sea View,"Reviewed: January 27, 2025",Mohamend and Mahmoud are very nice! Let me feel so warm in this trip!,No Negative Feedback
"Siva Sharm Resort & SPA - Couples and Families Only (Resort), Sharm El Sheikh (Egypt) Deals",Siva Sharm Resort & SPA - Couples and Families Only,Highlights,Slovakia,10 nights · ,November 2024,Solo traveler,Deluxe Double or Twin Room,"Reviewed: November 29, 2024",The staff was very friendly and helpful. The receptionist was really nice and helped me in everything I needed,No Negative Feedback
"Siva Sharm Resort & SPA - Couples and Families Only (Resort), Sharm El Sheikh (Egypt) Deals",Siva Sharm Resort & SPA - Couples and Families Only,Mohammed,United States,2 nights · ,November 2024,Family,Deluxe Double or Twin Room,"Reviewed: November 16, 2024","Budget-Friendly, But Needs Major Improvements**","Needs Major Improvements**

My stay at Siva Sharm Resort & Spa, though affordable, highlighted several areas for improvement.

Firstly, the state of cleanliness was concerning. Housekeeping was inconsistent and inadequate. Sheets were only changed upon request, and basic amenities like tea and coffee were not replenished. The floors weren't swept; housekeeping simply tidied up, and that was it. Additionally, smoke odors from nearby rooms were bothersome—offering non-smoking rooms could improve this aspect.

Maintenance is also lacking. Many amenities were broken or non-functional, impacting the overall experience.

There was a notable issue with mosquitoes, making it uncomfortable to enjoy outdoor spaces. Effective pest control measures are needed.

Additionally, the pool was not well-maintained and appeared unclean, which was disappointing.

Access to the sea was limited, with only a small area available for use, which may not be suitable for those looking for expansive beach experiences.

The buffet offered limited and repetitive options, lacking variety. Enhancing the meal offerings could significantly boost guest satisfaction.

Overall, while the price is appealing, tackling these issues would greatly improve the experience at Siva Sharm Resort & Spa.

---"
"Siva Sharm Resort & SPA - Couples and Families Only (Resort), Sharm El Sheikh (Egypt) Deals",Siva Sharm Resort & SPA - Couples and Families Only,Maher,Egypt,4 nights · ,October 2024,Family,Deluxe Double or Twin Room,"Reviewed: October 6, 2024",It was clean and neat,Feeling it’s a bit old and need to be updated
"Siva Sharm Resort & SPA - Couples and Families Only (Resort), Sharm El Sheikh (Egypt) Deals",Siva Sharm Resort & SPA - Couples and Families Only,Rabah,United Kingdom,4 nights · ,October 2024,Family,Deluxe Double or Twin Room,"Reviewed: October 3, 2024",Stuff are very friendly,The food is bad
"Siva Sharm Resort & SPA - Couples and Families Only (Resort), Sharm El Sheikh (Egypt) Deals",Siva Sharm Resort & SPA - Couples and Families Only,Qurat,United Kingdom,5 nights · ,August 2024,Couple,Deluxe Double or Twin Room,"Reviewed: August 16, 2024","These stars are for the beach and pool. 

Pros:
1. huge pool area and access to beach side
2. Resort is nice overall and spacious 
3. Staff are friendly
4. Balcony’s pool view is wonderful
5. Spa- can lower their price for services 
6. Shops in the resort to purchase snacks, souvenirs and swimming resources
7. Price is good only for the pool/balcony
8. Good location from Soho
9. Snack bar behind the pool. Free burgers and chips. But should be infront of the pool for easy access and visibility 

Cons:
1. No air con in the corridors
2. Breakfast/lunch/dinner does not cater for the different people of diverse cultures. Very basic
3. Lunch and dinner food is the same
4. Exterior of the resort is nice but the interior is very very outdated. Rooms: bathrooms/lifts/corridors need a massive renovation 
5. Lifts interior- tiles and bricks are coming off, water everyone- its dirty
6. Corridors/bathrooms are overall dirty and everything needs a revamp
7. Room telephone does not work properly
8. Lift doors are faulty- randomly close on people upon entering and skip floors too
9. Some Pool benches are broken/falling apart
10. No basic cereal in the buffet to eat
11. Spa-jacuzzi didn’t work
12. Iron is not available which should be available 
13. Buffet table and chairs wobbly
14. Tv is not even in the middle of the bedroom where the bed is
15. Muslim place but no muslim shower in the bathroom
16. Bedroom door does not always unlock with card. We had to go call someone twice
17. Air con in the rooms are slightly loud
18. Mosquitoes in the room","Pros:
1. huge pool area and access to beach side
2. Resort is nice overall and spacious 
3. Staff are friendly
4. Balcony’s pool view is wonderful
5. Spa- can lower their price for services 
6. Shops in the resort to purchase snacks, souvenirs and swimming resources
7. Price is good only for the pool/balcony
8. Good location from Soho
9. Snack bar behind the pool. Free burgers and chips. But should be infront of the pool for easy access and visibility 

Cons:
1. No air con in the corridors
2. Breakfast/lunch/dinner does not cater for the different people of diverse cultures. Very basic
3. Lunch and dinner food is the same
4. Exterior of the resort is nice but the interior is very very outdated. Rooms: bathrooms/lifts/corridors need a massive renovation 
5. Lifts interior- tiles and bricks are coming off, water everyone- its dirty
6. Corridors/bathrooms are overall dirty and everything needs a revamp
7. Room telephone does not work properly
8. Lift doors are faulty- randomly close on people upon entering and skip floors too
9. Some Pool benches are broken/falling apart
10. No basic cereal in the buffet to eat
11. Spa-jacuzzi didn’t work
12. Iron is not available which should be available 
13. Buffet table and chairs wobbly
14. Tv is not even in the middle of the bedroom where the bed is
15. Muslim place but no muslim shower in the bathroom
16. Bedroom door does not always unlock with card. We had to go call someone twice
17. Air con in the rooms are slightly loud
18. Mosquitoes in the room"
"Siva Sharm Resort & SPA - Couples and Families Only (Resort), Sharm El Sheikh (Egypt) Deals",Siva Sharm Resort & SPA - Couples and Families Only,Ibrahim,Saudi Arabia,2 nights · ,August 2024,Family,Deluxe Double or Twin Room,"Reviewed: August 14, 2024",Location,"No WiFi at the room. no varity of the food

No air-conditioning at the hotel restaurants

The elevator broken"
"Siva Sharm Resort & SPA - Couples and Families Only (Resort), Sharm El Sheikh (Egypt) Deals",Siva Sharm Resort & SPA - Couples and Families Only,Uzma,United Kingdom,7 nights · ,August 2024,Family,Deluxe Double or Twin Room,"Reviewed: August 8, 2024","The outdoor pools and food were great. Manager Hassan was very supportive for detailed information about the nuts in food as my daughter had allergy.
Other staff were also very supportive.
Lovely entertainment every night🤩","Overall the furniture, bath room were in poor condition with mouldy shower curtain and bath tub. Door lock broken. Communication with staff was difficult due to language barrier."
"Siva Sharm Resort & SPA - Couples and Families Only (Resort), Sharm El Sheikh (Egypt) Deals",Siva Sharm Resort & SPA - Couples and Families Only,Mohamed,Egypt,4 nights · ,June 2024,Family,Deluxe Double or Twin Room,"Reviewed: July 30, 2024",Hotel location is very good. Neer to soho. Also the animation team was the best team in the hotel.,Food quality and variety wasn't that good. We need to se elevator to go through the hotel which some of them was broken.
"Siva Sharm Resort & SPA - Couples and Families Only (Resort), Sharm El Sheikh (Egypt) Deals",Siva Sharm Resort & SPA - Couples and Families Only,Mahmoud,Egypt,7 nights · ,July 2024,Family,Deluxe Double or Twin Room,"Reviewed: July 26, 2024",Location and friendly staff.,"Decayed/old facilities, lack of cleanliness, absent WiFi signal and mixed quality of food."
"Siva Sharm Resort & SPA - Couples and Families Only (Resort), Sharm El Sheikh (Egypt) Deals",Siva Sharm Resort & SPA - Couples and Families Only,Mohamed,Egypt,3 nights · ,July 2024,Group,Deluxe Double or Twin Room,"Reviewed: July 14, 2024",Pool sea view beach location,"Staff very rude 
There where a fight in the hotel in the pool 
The food taste is very bad 
Plates are not clean 
They will not clean your room illness you will ask multiple times 
For an all inclusive. In the hotel you have to pay for so many things"
Meraki Resort Sharm El Sheikh Adults only (Resort) (Egypt) Deals,Meraki Resort Sharm El Sheikh Adults only,Riya,United Kingdom,3 nights · ,November 2024,Group,Gypster Room,"Reviewed: November 6, 2024",Amazing hotel just like pictures so beautiful and luxurious,Nothing! Would 100% come back
Meraki Resort Sharm El Sheikh Adults only (Resort) (Egypt) Deals,Meraki Resort Sharm El Sheikh Adults only,Jeremy,United Kingdom,3 nights · ,February 2025,Couple,The Party Never Ends Pool Suite,"Reviewed: February 13, 2025",Everything was perfect,"Nothing, everything was perfect"
Meraki Resort Sharm El Sheikh Adults only (Resort) (Egypt) Deals,Meraki Resort Sharm El Sheikh Adults only,Vincent,Belgium,7 nights · ,February 2025,Couple,The Party Never Ends Jacuzzi Suite,"Reviewed: February 13, 2025",Utopia beach club is formidabel.,No Negative Feedback
Meraki Resort Sharm El Sheikh Adults only (Resort) (Egypt) Deals,Meraki Resort Sharm El Sheikh Adults only,Tajinderpal,Canada,3 nights · ,February 2025,Couple,The Party Never Ends Jacuzzi Suite,"Reviewed: February 13, 2025","Great venue, amazing food, super friendly and helpful staff.",Everything was perfect.
Meraki Resort Sharm El Sheikh Adults only (Resort) (Egypt) Deals,Meraki Resort Sharm El Sheikh Adults only,Edwina,United Kingdom,7 nights · ,February 2025,Group,Gypster Room,"Reviewed: February 12, 2025","We had a fantastic stay at Meraki as a group of five, celebrating two birthdays, which the staff helped make special.

Overall, the hotel offers great value for money, and I’d happily return. The evening entertainment had impressive production value, surpassing many other hotels. There were plenty of restaurants to choose from, and the private beach was a great touch.

The staff were exceptionally welcoming and friendly. Special thanks to:
 • Said at the restaurants, who not only corrected a few order mistakes but also anticipated our needs.
 • Mohammed at Velocity Bar, who always got our drinks right with a smile.
 • The bartender at the large pool (sorry, I didn’t catch his name), who made fantastic mojitos and was always cheerful.","Cons:
 • Cold evenings in February – Outdoor seating is available, but blankets would be a great addition.
 • Chaotic restaurant service – While staff were attentive, food orders were frequently incorrect or missing items. Thankfully, Said was often there to help.
 • Persistent activity staff – The poolside animation and activity sellers could be overwhelming. We later learned that asking the lifeguard for a red flag prevents disturbances."
Meraki Resort Sharm El Sheikh Adults only (Resort) (Egypt) Deals,Meraki Resort Sharm El Sheikh Adults only,Mustafa,United Kingdom,9 nights · ,February 2025,Couple,Gypster Room,"Reviewed: February 12, 2025",The hotel was amazing. stuff was friendly And the hotel room an hotel was very clean and new . Also I would like to thank to HOSSAM NAGATY for everything,noting
Meraki Resort Sharm El Sheikh Adults only (Resort) (Egypt) Deals,Meraki Resort Sharm El Sheikh Adults only,Shay,United Kingdom,5 nights · ,February 2025,Couple,Gypster Jacuzzi Room,"Reviewed: February 11, 2025","Rooms were lovely, people very friendly!","Design, space, jacuzzi!"
Meraki Resort Sharm El Sheikh Adults only (Resort) (Egypt) Deals,Meraki Resort Sharm El Sheikh Adults only,Roberto,United Kingdom,4 nights · ,February 2025,Couple,Gypster Room,"Reviewed: February 11, 2025","I liked the room, staff were kind and respectful and the food was also great.",N/a
Meraki Resort Sharm El Sheikh Adults only (Resort) (Egypt) Deals,Meraki Resort Sharm El Sheikh Adults only,Reddy,India,1 night · ,February 2025,Couple,Gypster Room,"Reviewed: February 11, 2025",It’s amazing … !! All inclusive perks are the best here with so many options and so many varieties of cuisines !!!,"It’s just too exceptional and there is nothing that we don’t like
Just wished we could have stayed for more days !!!"
Meraki Resort Sharm El Sheikh Adults only (Resort) (Egypt) Deals,Meraki Resort Sharm El Sheikh Adults only,Adeola,United Kingdom,3 nights · ,February 2025,Couple,Gypster Jacuzzi Room,"Reviewed: February 10, 2025","Everything was okay, fun activities! Nice and wonderful staff especially the housekeeping staff (Ahmed) 
Very wonderful and helpful staff to have in the hospitality business.",No Negative Feedback
"Studio (Apartment), Sharm El Sheikh (Egypt) Deals",Studio,Matt,United Kingdom,2 nights · ,January 2024,Solo traveler,One-Bedroom Apartment,"Reviewed: January 18, 2024","Amazing place, very nice, very clean, great facilities, great location, great value 😁",Nothing
"Studio (Apartment), Sharm El Sheikh (Egypt) Deals",Studio,Lea,Egypt,2 nights · ,January 2025,Couple,One-Bedroom Apartment,"Reviewed: January 24, 2025",Friendly staff and owner. Nice area. Very good Budget price.,No Negative Feedback
"Studio (Apartment), Sharm El Sheikh (Egypt) Deals",Studio,Ben,Australia,3 nights · ,August 2024,Couple,One-Bedroom Apartment,"Reviewed: August 3, 2024","Great location, responsive staff that were really helpful. Washing machine.",No Negative Feedback
"Studio (Apartment), Sharm El Sheikh (Egypt) Deals",Studio,Liz,United Kingdom,4 nights · ,June 2024,Solo traveler,One-Bedroom Apartment,"Reviewed: June 30, 2024","The owner is very friendly and helpful, including sending a car to the airport for me and giving me a lift to my next place. It is 5 minutes walk from the fabulous Farsha Lounge and beach. Amazing snorkelling",Very little natural light and air con noisy but still great for the price
"Studio (Apartment), Sharm El Sheikh (Egypt) Deals",Studio,Xin,China,2 nights · ,June 2024,Solo traveler,One-Bedroom Apartment,"Reviewed: June 20, 2024","Location and cleanliness is great, facilities good equipped. You can cook in kitchen just be aware none spices provided.","AC is a bit loud, and it’s old version with strong wind. The room was attached with Villa, which means only one side of wall was connected with villa, room without AC is like a sauna steam house. It won’t be a problem if you spend most of time outside though."
"Studio (Apartment), Sharm El Sheikh (Egypt) Deals",Studio,Soleil,Ukraine,14 nights · ,May 2024,Solo traveler,One-Bedroom Apartment,"Reviewed: May 16, 2024","Great location. 5 minutes walk to the beach, Farsha cafe, mini-markets, bazar, cafes, restaurants, small bus stop. Cosy clean Studio, and everything you need to stay. Everything is in working condition. Best price for good quality of stay in this location. Good communication with the owner, quick help in all matters. Thank you, Mr Mounir for the great stay and for everything else",-
